大佬软件,#genre#
POPC,http://bxtv.3a.ink/api.php?id=popc 
美亚电影(香港),http://stream-ali1.csslcloud.net/live/AyIsPzx3VHE0Zdn9qxVJ9vIskOMwiyhcmDJKYU2VVhXYHm5WRd.flv
美亚电影,http://stream-ali1.csslcloud.net/live/IcmEedVfQlHHUXtdsqvDLaKLpE639j7xCDHMM7ls6UoXnJ9OQm.flv

龙华经典,http://stream-ali1.csslcloud.net/live/FVXXIfMzo9JY3Yf51RmhP9Qdk6UoXnTswNRgQ7T0FJQDvC3XfN.flv
龙祥时代,https://tv543.cc/Smart.php?id=lungxiangtime_twn  

龙华洋片,http://stream-ali1.csslcloud.net/live/N1S4SjOnTnxegYsftAWGMMiu4K3MXkvMMm2bfd2yUYnVkPSxYt.flv
纬来电影,http://play.aipingke.net/live/76bd2526501177da3a3fd55e21d7b70a.flv
纬来电影,https://tv543.cc/Smart.php?id=videolandmovie
东森电影,https://tv543.cc/Smart.php?id=ettvmovie
东森洋片,https://tv543.cc/Smart.php?id=ettvwestern
美亚电影https://tv543.cc/Smart.php?id=meiyamovie_twn
AstroAod,http://stream-ali1.csslcloud.net/live/GfPVn0eDChn6UoXnmsvZeKXYTNMgH8clNLUesg4VlSCLjkEICb.flv#https://tv543.cc/Smart.php?id=Aodhd
星空卫视,http://stream-ali1.csslcloud.net/live/live/k64rsdGlshSyfwv329281DpNQWdegX0tm6NMsj6OWsUFWUahqU.flv
台湾戏剧,http://playjk.chinaxinge.com/live/d12c6fc09021d0c848c7ee59d8d25f1e.flv


东森电影,http://stream-ali1.csslcloud.net/live/bCfUAGCL9ukBOGb6dOi9T4srbi9yKesDJWcvlAgBMV6uv722A6.flv
东森洋片,http://stream-ali1.csslcloud.net/live/kik9tNV4srbiMDD687bFX3vtLMD4Lwg69y94g8XKH40P1BOa5U.flv 
星影,http://stream-ali1.csslcloud.net/live/eZ15T2tea8ztrRlszHaTVfz0EB9nqz8GhiBZHNyMW0Glm43RZt.flv 
爆谷,http://stream-ali1.csslcloud.net/live/vhNli7a2uwqrSArlhBpDjs0wGlm43VLkMnb9OJ2Hzj14qlP0TO.flv 
天映经典2,http://stream-ali1.csslcloud.net/live/R6lHXlf5ku9qxVJQcmTulgsTEgPPA1nSDMKzDM7ZY7vJpVAz1.flv
天映经典,http://stream-ali1.csslcloud.net/live/m9HgJVv5tpj9y6X4G19qxVJc0cReeehuBpFdXTV9XG4BHoCfje.flv 
天映频道,http://stream-ali1.csslcloud.net/live/XnAdPMgnYti2B9qxVJVqSXjdBemJSo8pZTaVRnBNWQx6BSvNiq.flv 
天映频道2,http://stream-ali1.csslcloud.net/live/F1ivcJGhnLpvXiIFMzxSRcAFyR9qxVJfOK9k9OLV3eXJVEyv8B.flv
POPC,http://stream-ali1.csslcloud.net/live/e3528cb96ddc9ba7bbe7b727cbb0ca92.flv
POPC,http://bxtv.3a.ink/api.php?id=popc 
美亚电影(香港),http://stream-ali1.csslcloud.net/live/AyIsPzx3VHE0Zdn9qxVJ9vIskOMwiyhcmDJKYU2VVhXYHm5WRd.flv
美亚电影,http://stream-ali1.csslcloud.net/live/IcmEedVfQlHHUXtdsqvDLaKLpE639j7xCDHMM7ls6UoXnJ9OQm.flv
靖天电影,http://live.dktq4q.com/live/ea7c092614e739fbdcec9903593fb2b4.flv
龙华经典,http://applivewatermark.imfc.cn/live/27c08208db2fddec69467a079a419182.flv
龙祥时代,https://tv543.cc/Smart.php?id=lungxiangtime_twn  
龙华电影,http://applivewatermark.imfc.cn/live/c51e21ad068812c39b4a79c681f3a32d.flv
龙华洋片,http://stream-ali1.csslcloud.net/live/N1S4SjOnTnxegYsftAWGMMiu4K3MXkvMMm2bfd2yUYnVkPSxYt.flv
纬来电影,https://pili-hls.zhcw.com/live/0736058c6bc40988b54e22af92832c77.flv 
纬来电影,https://tv543.cc/Smart.php?id=videolandmovie
东森电影,https://tv543.cc/Smart.php?id=ettvmovie
东森洋片,https://tv543.cc/Smart.php?id=ettvwestern
美亚电影,https://tv543.cc/Smart.php?id=meiyamovie_twn
AstroAod,http://stream-ali1.csslcloud.net/live/GfPVn0eDChn6UoXnmsvZeKXYTNMgH8clNLUesg4VlSCLjkEICb.flv#https://tv543.cc/Smart.php?id=Aodhd
星空卫视,http://stream-ali1.csslcloud.net/live/live/k64rsdGlshSyfwv329281DpNQWdegX0tm6NMsj6OWsUFWUahqU.flv
HBOHD,https://tv543.cc/Smart.php?id=hbohd_twn
好莱坞电影,https://tv543.cc/Smart.php?id=hollywoodmovies_twn
FGM电影,http://live.dktq4q.com/live/a2bf2513c5f6a17b1bffcb48d4615276.flv
澳门莲花,http://live-hls.macaulotustv.com/lotustv/macaulotustv.m3u8$官网
CHC家庭影院,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000522   
CHC动作电影,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000523
CHC影迷电影,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000539

CHC动作电影,http://111.26.109.81:9003/hls/65/index.m3u8$吉林移动酒店
CHC影迷电影,http://111.26.109.81:9003/hls/66/index.m3u8$吉林移动酒店
CHC家庭影院,http://111.26.109.81:9003/hls/67/index.m3u8$吉林移动酒店

CHC动作电影,http://58.21.83.106:85/tsfile/live/1019_1.m3u8?key=txiptv&playlive=0&authid=0$吉林联通酒店
CHC影迷电影,http://58.21.83.106:85/tsfile/live/1020_1.m3u8?key=txiptv&playlive=0&authid=0$吉林联通酒店
CHC家庭影院,http://58.21.83.106:85/tsfile/live/1021_1.m3u8?key=txiptv&playlive=0&authid=0$吉林联通酒店

CHC动作电影,http://36.135.118.195:85/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0$吉林/移动
CHC影迷电影,http://36.135.118.195:85/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0$吉林/移动
CHC家庭影院,http://36.135.118.195:85/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0$吉林/移动

CHC动作电影,http://58.19.180.108:9981/stream/channelid/1782708396?profile=pass$襄阳/联通
CHC影迷电影,http://58.19.180.108:9981/stream/channelid/473633391?profile=pass$襄阳/联通
CHC家庭影院,http://58.19.180.108:9981/stream/channelid/2141017443?profile=pass$襄阳/联通



美亚电影,http://play-tc-transband.zego.im/live/IcmEedVfQlHHUXtdsqvDLaKLpE639j7xCDHMM7ls6UoXnJ9OQm.flv
CHC动作电影,http://m.061899.xyz/mg/dzdy
CHC影迷电影,http://m.061899.xyz/mg/ymdy
CHC家庭影院,http://m.061899.xyz/mg/jtyy
CHC动作电影,http://36.135.118.195:85/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0$吉林/移动
CHC影迷电影,http://36.135.118.195:85/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0$吉林/移动
CHC家庭影院,http://36.135.118.195:85/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0$吉林/移动
CHC动作电影,http://58.19.180.108:9981/stream/channelid/1782708396?profile=pass$襄阳/联通
CHC影迷电影,http://58.19.180.108:9981/stream/channelid/473633391?profile=pass$襄阳/联通
CHC家庭影院,http://58.19.180.108:9981/stream/channelid/2141017443?profile=pass$襄阳/联通
CHC影迷电影,http://42.227.89.126:9003/hls/59/index.m3u8$河南/许昌/联通#http://182.150.115.26:5003/custom28.m3u8$成都/电信
CHC动作电影,http://42.227.89.126:9003/hls/60/index.m3u8$河南/许昌/联通
CHC家庭影院,http://42.227.89.126:9003/hls/61/index.m3u8$河南/许昌/联通
FGM电影,http://live.dktq4q.com/live/e421b8eac195613c232b7b1c3c49ad98.flv
澳门莲花,http://live-hdl.macaulotustv.com/lotustv/macaulotustv.m3u8
澳门莲花,http://live-hls.macaulotustv.com/lotustv/macaulotustv.m3u8
澳门莲花,http://1033946631.cloudvdn.com/a.m3u8?domain=live-hdl.macaulotustv.com&player=1&streamid=lotustv:lotustv/macaulotustv&v3=1


澳门莲花,http://live-hls.macaulotustv.com/lotustv/macaulotustv.m3u8
1905电影网A,http://xxwx.yoesun.com/xxw/1905电影网.php?id=1905
美亚电影,https://jacksmt.946985.qzz.io/smt3.2.1.php?id=meiyamovie_twn
天映频道,https://jacksmt.946985.qzz.io/smt3.2.1.php?id=Celestial
天映经典2,https://jacksmt.946985.qzz.io/smt3.2.1.php?id=Celestial2

美亚电影,https://jacksmt.946985.qzz.io/smt3.2.1.php?id=meiyamovie_twn
天映频道,https://jacksmt.946985.qzz.io/smt3.2.1.php?id=Celestial
天映经典,https://jacksmt.946985.qzz.io/smt3.2.1.php?id=Celestial2
爱奇艺,https://jacksmt.946985.qzz.io/smt3.2.1.php?id=Qiyi
龙华电影,https://jackcdn8.946985.qzz.io/live/lhdy/stream.m3u8
龙华洋片,https://jackcdn8.946985.qzz.io/live/lhyp/stream.m3u8

1905电影网A,http://xxwx.yoesun.com/xxw/1905电影网.php?id=1905
搜狐剧场,https://hdl-vip-ws.qf.56.com/live/lc_11730.flv
澳门莲花,http://live-hls.macaulotustv.com/lotustv/macaulotustv.m3u8$官网
天映经典,http://117.141.162.238:8181/tsfile/live/1018_1.m3u8?key=txiptv&playlive=0&authid=0$广西/玉林/移动
凤凰电影,http://iot-mqqt.111yao.cn:8080/live/diyp_fhdy.m3u8
CHC动作电影,http://113.195.172.192:808/hls/112/index.m3u8

AstroAod,https://smt.1678520.xyz/smt3.2.1.php?id=Aodhd
千禧经典台,https://smt.1678520.xyz/smt3.2.1.php?id=Tvbclassic
天映频道,https://smt.1678520.xyz/smt3.2.1.php?id=Celestial
天映经典2,https://smt.1678520.xyz/smt3.2.1.php?id=Celestial2

AstroAod,https://smt.1678520.xyz/smt3.2.1.php?id=Aodhd
千禧经典台,https://smt.1678520.xyz/smt3.2.1.php?id=Tvbclassic
天映频道,https://smt.1678520.xyz/smt3.2.1.php?id=Celestial
天映经典2,https://smt.1678520.xyz/smt3.2.1.php?id=Celestial2
无线功夫,https://jackv2h.946985.qzz.io/live/yzwx/stream.m3u8

CHC家庭影院,http://61.184.46.85:85/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0$荆州电信
CHC动作电影,http://61.184.46.85:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0$荆州电信
CHC家庭影院,http://110.72.86.103:8181/tsfile/live/1078_1.m3u8?key=txiptv&playlive=1&authid=0$广西联通酒店
CHC动作电影,http://110.72.86.103:8181/tsfile/live/1079_1.m3u8?key=txiptv&playlive=1&authid=0$广西联通酒店
CHC影迷电影,http://110.72.86.103:8181/tsfile/live/1080_1.m3u8?key=txiptv&playlive=1&authid=0$广西联通酒店

星光视界,http://211.101.246.236:35455/yy/1353422557
星光视界,http://data.3g.yy.com/live/hls/1353422557/1353422557
星光视界,http://data.3g.yy.com/live/hls/1353422557/1353422557.m3u8
星光视界,http://data.3g.yy.com/live/hls/1355046088/1355046088.m3u8
星光怀旧台,http://data.3g.yy.com/live/hls/1354936134/1354936134.m3u8
星光视界,http://data.3g.yy.com/live/hls/1353422557/1353422557
翡翠剧集台,https://6.cdn.loc.cc/163189.php?id=tvbd

 CHC家庭影院,http://110.72.55.103:8181/tsfile/live/1078_1.m3u8
 CHC动作电影,http://110.72.55.103:8181/tsfile/live/1079_1.m3u8
 CHC影迷电影,http://110.72.55.103:8181/tsfile/live/1080_1.m3u8
 CHC家庭影院,http://58.19.180.108:9981/stream/channelid/2141017443
 CHC动作电影,http://58.19.180.108:9981/stream/channelid/1782708396
 CHC家庭影院,http://120.198.101.106:9901/tsfile/live/1051_1.m3u8
 CHC影迷电影,http://120.198.101.106:9901/tsfile/live/1053_1.m3u8
 CHC动作电影,http://120.198.101.106:9901/tsfile/live/1052_1.m3u8
重温经典,http://113.106.83.172:50433/tsfile/live/1012_1.m3u8
中国电影频道,http://113.95.144.12:9901/tsfile/live/1071_1.m3u8
重温经典,http://m.061899.xyz/mg/cwjd
重温经典,http://api.hk.itv888.cn:8080/hls/ba0e4e5dd67/index.m3u8

AstroAod,http://php.jdshipin.com/TVOD/iptv.php?id=aod
AstroAod,http://php.jdshipin.com:8880/TVOD/iptv.php?id=aod
1905电影网A,http://xxwx.yoesun.com/xxw/1905电影网.php?id=1905
 搜狐剧场,https://hdl-vip-ws.qf.56.com/live/lc_11730.flv
 澳门莲花,http://live-hls.macaulotustv.com/lotustv/macaulotustv.m3u8$官网
 天映经典,http://117.141.162.238:8181/tsfile/live/1018_1.m3u8?key=txiptv&playlive=0&authid=0$广西/玉林/移动
 
 凤凰电影,http://iot-mqqt.111yao.cn:8080/live/diyp_fhdy.m3u8
 
1905电影网A,http://php.jdshipin.com/1905.php
1905电影网A,http://xxwx.yoesun.com/xxw/1905电影网.php?id=1905
1905电影网A,http://xxwx.yoesun.com/xxw/1905电影网.php?id=1905电影网.php?id=1905
1905电影网A,http://xxwx.yoesun.com/xxw/1905电影网.php?id=1905a
POPC,http://t.061899.xyz/tl/js/api.php?id=popc
POPC,http://tl.061833.xyz/tl/popc
POPC,https://fr-us7.jdiptv.cc/live/popc.m3u8

千禧经典台,https://jacksmt.946985.qzz.io/smt3.2.1.php?id=Tvbclassic
美亚电影,https://jacksmt.946985.qzz.io/smt3.2.1.php?id=meiyamovie_twn
天映频道,https://jacksmt.946985.qzz.io/smt3.2.1.php?id=Celestial
天映经典,https://jacksmt.946985.qzz.io/smt3.2.1.php?id=Celestial2
爱奇艺,https://jacksmt.946985.qzz.io/smt3.2.1.php?id=0QiQJxpYsTrGCAUjnrGAgrcQwiVCocHA6iYBSHFQ6bP4n5MQQS
AstroAod,http://php.jdshipin.com/smt.php?id=Aodhd
AstroAod,http://php.jdshipin.com:8880/smt.php?id=Aodhd
AstroAod,https://jacksmt.946985.qzz.io/smt3.2.1.php?id=Aodhd
AstroAod,http://php.jdshipin.com/smt.php?id=Aodhd


CHC动作电影,http://gat.bkpcp.top:80/ymg.php?id=dzdy
CHC家庭影院,http://gat.bkpcp.top:80/ymg.php?id=jtyy
CHC影迷电影,http://gat.bkpcp.top:80/ymg.php?id=ymdy


中国电影频道,http://tl.061833.xyz/tl/null-6
中国电影频道,http://t.061899.xyz/tl/js/api.php?id=zgdypd

美亚电影,http://php.jdshipin.com:8880/smt.php?id=meiyamovie_twn
美亚电影,http://php.jdshipin.com:8880/TVOD/iptv.php?id=meiya
美亚电影(香港),http://t.061899.xyz/tl/js/api.php?id=mydyg
美亚电影(香港),http://t.061899.xyz/tl/js/api.php?id=mydyy
无线功夫,http://php.jdshipin.com/PLTV/iptv.php?id=yzwx
无线功夫,http://php.jdshipin.com/TVOD/iptv.php?id=yzwx


TVB功夫(国),http://t.061899.xyz/tl/js/api.php?id=tvbgfty
无线功夫,http://t.061899.xyz/tl/js/api.php?id=tvbgftg
美亚电影(香港),http://pullsstx.peiyou.eaydu.com/live/hktv-mydyt018.flv 
POPC,http://pullsstx.peiyou.eaydu.com/live/hktv-PopCt018.flv 
Now剧集,http://t.061899.xyz/tl/js/api.php?id=nowhjt
TVB功夫(国),http://pullsstx.peiyou.eaydu.com/live/hktv-tvbgft018.flv
Eyetv戏剧,https://pixman.mytvsuper.com.mp/Smart.php?id=eyetvxiju_twn
重温经典,http://php.jdshipin.com/PLTV/iptv.php?id=cwjd
重温经典,http://php.jdshipin.com/TVOD/iptv.php?id=cwjd
重温经典,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd
美亚电影(香港),http://tl.061833.xyz/tl/null-5

黄金华剧频道,http://tl.061833.xyz/tl/null-9

黄金华剧频道,http://t.061899.xyz/tl/js/api.php?id=hjhjt
东森戏剧,https://pixman.mytvsuper.com.mp/Smart.php?id=ettvdrama
东森电影,https://pixman.mytvsuper.com.mp/Smart.php?id=ettvmovie
东森洋片,https://pixman.mytvsuper.com.mp/Smart.php?id=ettvwestern
八大戏剧,https://pixman.mytvsuper.com.mp/Smart.php?id=badadrama
EYE戏剧,https://pixman.mytvsuper.com.mp/Smart.php?id=eyetvxiju_twn
ELTA影剧,https://pixman.mytvsuper.com.mp/Smart.php?id=eltadrama_twn
美亚电影,https://smart.946985.qzz.io/smart.php?id=meiyamovie_twn
天映经典,https://smart.946985.qzz.io/smart.php?id=Celestial2
天映频道,https://smart.946985.qzz.io/smart.php?id=Celestial
龙祥时代,https://smart.946985.qzz.io/smart.php?id=lungxiangtime_twn
美亚电影,https://pixman.mytvsuper.com.mp/Smart.php?id=meiyamovie_twn
天映频道,https://pixman.mytvsuper.com.mp/Smart.php?id=Celestial
龙祥时代,https://pixman.mytvsuper.com.mp/Smart.php?id=lungxiangtime_twn


黄金华剧频道,https://o11.163189.xyz/stream/tvb/hjhjt/
美亚电影,http://php.jdshipin.com/PLTV/iptv.php?id=meiya
美亚电影,http://php.jdshipin.com:8880/smt.php?id=meiyamovie_twn
美亚电影,http://php.jdshipin.com:8880/TVOD/iptv.php?id=meiya
重温经典,http://120.76.248.139/live/bfgd/4200000636.m3u8
重温经典,http://ygbh.site/php/bfgd.php?id=636
重温经典,http://120.76.248.139/live/bfgd/4200000635.m3u8
天映频道,https://smart.pendy.dpdns.org/Smart.php?id=ctv18_twn
天映频道,http://php.jdshipin.com/smt.php?id=Celestial
天映经典2,http://php.jdshipin.com/smt.php?id=Celestial2

天映经典,http://tl.061833.xyz/tl/null-1
天映经典,https://live.tvfix.org/live/tyjd/1/v1000000/index.m3u8
天映经典2,http://t.061899.xyz/tl/js/api.php?id=tyjd

FGM电影,https://pullsstx.peiyou.eaydu.com/live/75f462f11abe2b995842c406f0302314.flv
天映频道,http://php.jdshipin.com:8880/smt.php?id=Celestia
天映经典2,http://php.jdshipin.com:8880/smt.php?id=Celestial2


天映频道,https://smt.1789.dpdns.org/smt3.2.1.php?id=Celestial
天映频道,https://smt.1789.dpdns.org/smt3.2.1.php?id=Celestial

天映经典2,http://fr-us7.jdiptv.cc/live/xgtyjdgy.m3u8?kdstime=1743869161&kdssign=daa66579226bc8372e650b17580b8864
天映经典2,http://fr-us7.jdiptv.cc/live/xgtyjdgy.m3u8?kdstime=1743859355&kdssign=2e11188ed5ffbd7cdf6dc9bff2624fde
天映经典2,http://tl.061833.xyz/tl/null-1
天映频道,http://t.061899.xyz/tl/168.php?id=typd
天映经典,http://t.061899.xyz/tl/168.php?id=tyjd
美亚电影,http://php.jdshipin.com/TVOD/iptv.php?id=meiya  
HBOFamily,https://pixman.mytvsuper.com.mp/Smart.php?id=Hbofamily
HBOHD,https://pixman.mytvsuper.com.mp/Smart.php?id=Hbo

HBOHits,https://pixman.mytvsuper.com.mp/Smart.php?id=Hbohitshd

中国电影频道,http://tl.061833.xyz/tl/null-6
HBOHD,https://live.catvod.com/catvod_com.php?id=Hbo
HBOHits,https://live.catvod.com/catvod_com.php?id=Hbohitshd
HBOHD,https://smart.pendy.dpdns.org/Smart.php?id=hbohd_twn
HBOFamily,https://smart.pendy.dpdns.org/Smart.php?id=fyi_twn
美亚电影,http://php.jdshipin.com:8880/smt.php?id=meiyamovie_twn


POPC,http://tl.061833.xyz/tl/popc
POPC,http://bxtv.3a.ink/api.php?id=popc

爆谷,http://t.061899.xyz/tl/js/api.php?id=nowbgt
星影,http://t.061899.xyz/tl/js/api.php?id=nowbgxyt

爆谷,http://j.s.bkpcp.top/js/nowbgt
星影,http://j.s.bkpcp.top/js/nowxyt
爆谷,http://j.s.bkpcp.top/js/nowbgt
凤凰电影,http://iot-mqqt.111yao.cn:8080/live/diyp_fhdy.m3u8
龙华电影,https://cdn8.163189.xyz/live/lhdy/stream.m3u8

HBOHD,http://t.061899.xyz/tl/js/js.php?id=hbohd
FGM电影,http://t.061899.xyz/tl/js/js.php?id=ymswdyt
FGM电影,http://t.061899.xyz/tl/js/js.php?id=ymswdyt
好莱坞电影,http://61.216.11.93:49981/stream/channelid/286389561.m3u8

龙祥时代,https://pixman.mytvsuper.com.mp/Smart.php?id=lungxiangtime_twn
爆谷,http://t.061899.xyz/tl/js/api.php?id=nowbgt
星影,http://t.061899.xyz/tl/js/api.php?id=nowbgxyt


千禧经典,http://t.061899.xyz/tl/js/api.php?id=tvbqxjd
龙祥时代,http://pullsstx.peiyou.eaydu.com/live/hktv-lstitw.flv

龙祥时代,https://smart.pendy.dpdns.org/Smart.php?id=lungxiangtime_twn
龙祥时代,https://smart.pendy.dpdns.org/Smart.php?id=lungxiangtime_twn

东森电影,https://pixman.mytvsuper.com.mp/Smart.php?id=ettvmovie
东森洋片,https://pixman.mytvsuper.com.mp/Smart.php?id=ettvwestern
龙华洋片,https://pixman.mytvsuper.com.mp/Smart.php?id=lunghuawestern_twn

东森电影,http://bxtv.3a.ink/api.php?id=dsdy

八大第一,http://bxtv.3a.ink/api.php?id=bddy

八大第一,https://smart.pendy.dpdns.org/Smart.php?id=badafirst
八大综合,https://smart.pendy.dpdns.org/Smart.php?id=badazhonghe
八大戏剧,https://smart.pendy.dpdns.org/Smart.php?id=badadrama



中国电影频道(港),http://120.198.95.220:9901/tsfile/live/1071_1.m3u8?key=txiptv
经典影视台,http://huanqiuzhibo.cn/manifest/douyu.php?id=6091425
经典剧场,http://huanqiuzhibo.cn/manifest/douyu.php?id=4246519
经典剧场,http://lxajh.top/tv/douyu.php?id=4246519
经典剧场,http://jiaojirentv.top/2020/dy.php?id=4246519
经典剧场,http://zzy789.xyz/douyu1.php?id=4246519
经典剧场,http://zzy789.xyz/douyu1.php?id=4246519
经典影视台,http://huanqiuzhibo.cn/manifest/douyu.php?id=6091425
经典怀旧,https://mursor.ottiptv.cc/yy/1354210357
奇光影院,http://zzy789.xyz/douyu1.php?id=8009547
经典神话,https://mursor.ottiptv.cc/yy/1354936231
奇光剧场,http://zzy789.xyz/douyu1.php?id=11849873
美亚电影,https://uxzneojevjwq.ap-northeast-1.clawcloudrun.com/smart.php?id=meiyamovie_twn
龙祥时代,https://uxzneojevjwq.ap-northeast-1.clawcloudrun.com/smart.php?id=lungxiangtime_twn
AXN,https://uxzneojevjwq.ap-northeast-1.clawcloudrun.com/smart.php?id=axn_twn
Animax,https://uxzneojevjwq.ap-northeast-1.clawcloudrun.com/smart.php?id=Animax
经典电影轮播,rtmp://live.gxrb.com.cn/pull/red_movies_0501
橙记港剧,http://zzy789.xyz/douyu1.php?id=4549169
小毅主播Q,http://103.193.151.146/douyu1.php?id=6906628
小毅主播e,http://103.193.151.146/douyu1.php?id=11851549









晴天,#genre#
Now新闻台,P2p://starvod.xyz:19806/d0ba9cc570654f6d958809d4c3f8931d.ts
无线新闻台,P2p://starvod.xyz:19806/557d5098116e4e1f9b14008ed764cc71.ts
TVB生活台,P2p://starvod.xyz:19806/f4650e7cb54645f79ea52469b84ef3c4.ts
无线娱乐台,P2p://starvod.xyz:19806/c6994957df9e4488bfb1c462db442f61.ts
星河,P2p://starvod.xyz:19806/52d013423e304854a4980bd64c0015ae.ts
无线千禧台,P2p://starvod.xyz:19806/8cf149d3490640d298e3bce48cd0e8ae.ts
功夫台,P2p://starvod.xyz:19806/6043814031384523bc272f4f87aeb298.ts
无线粤语片,P2p://starvod.xyz:19806/04fd1cf947634341813b484f497ecbbc.ts
无线戏曲,P2p://starvod.xyz:19806/38b743244a7b4812a4e54b0d32910647.ts
无线亚剧台,P2p://starvod.xyz:19806/4eab17c6f15b475696bcb51b61233345.ts
无线少儿,P2p://starvod.xyz:19806/631732f5fa894772aec8ee750359e455.ts
黄金翡翠台,P2p://starvod.xyz:19806/d6964956395e43d1a62e6166706f7fcf.ts
无线赛马,P2p://starvod.xyz:19806/ad27c96a4bca4e61be7b4b2ba07368fc.ts
有线赛马,P2p://starvod.xyz:19806/72740144b3744949b05bd0220bd4c231.ts
澳门莲花,P2p://starvod.xyz:19806/68679bdf00060084a4fd42af6a261d1a.ts
星空卫视,P2p://starvod.xyz:19806/913e258484624493a5a6d960500b30cc.ts
天映经典,P2p://starvod.xyz:19806/4eebafee9ada46c9b959fe48a6baf682.ts
POPC,P2p://starvod.xyz:19806/688bba7c000da6943214e2280ad91465.ts
美亚电影,P2p://starvod.xyz:19806/f9cdad09f3cc47bc83ba1d94167ebe64.ts
龙华电影,P2p://starvod.xyz:19806/574ee66b78d44e6e81450ae523041523.ts
私人影院,P2p://starvod.xyz:19806/74567d46c9a54cb8aab7bb35b7446cf2.ts
爱奇艺,P2p://starvod.xyz:19806/1cd1505d309948e596459856926cda41.ts
八度空间,P2p://starvod.xyz:19806/ae2ec19c582f4a07baa35b40f91b4239.ts
Ftv_城市,P2p://starvod.xyz:19806/2b3efa01d8bf4c7fbbef69911802df3f.ts
Ftv1时代,P2p://starvod.xyz:19806/e485c2b5af154a638d9d54d10dcb73d9.ts
Ftv1时代,P2p://starvod.xyz:19806/2c381681bcfd4ecdb2e52ece5014d6e8.ts
Ftv2时代,P2p://starvod.xyz:19806/dd3cb3133b9d4ab38fb4b2c321a727a2.ts
thrill电影,P2p://starvod.xyz:19806/68679be10008a36ea4fd4b2b3b26291d.ts
中天亚洲,P2p://starvod.xyz:19806/cd11642fed21436aae33a4a2ad34d222.ts
中视经典,P2p://starvod.xyz:19806/c523db6b2af648daa7c4c6bc2b8b4fa0.ts
民视第一,P2p://starvod.xyz:19806/6a62462b09e141a289c6882ef0ae3d6d.ts
民视,P2p://starvod.xyz:19806/0ad1202aa2fe4fb4872479db5e384e46.ts
台视财经,P2p://starvod.xyz:19806/0817341552e94d809c49a1a48598b8f1.ts
台视综合,P2p://starvod.xyz:19806/c37a6ec58dd140ccab0e25b94849ee06.ts
寰宇,P2p://starvod.xyz:19806/afe7794ac5bf40ba96830dd97318be8c.ts
tvbs亚洲,P2p://starvod.xyz:19806/62e69ecfa7ad4edfa092d77d9a9347d1.ts
tvbs精采,P2p://starvod.xyz:19806/e9b905add7be4a3abd0a1993053ab547.ts
龙华偶像,P2p://starvod.xyz:19806/b3c35c2e01d44a31b17efef0af0ebc64.ts
龙华戏剧,P2p://starvod.xyz:19806/6a6681f04fcc4478886cded08a10c658.ts
采昌影剧,P2p://starvod.xyz:19806/33264996f0c14a369140623dca66da43.ts
数位电影,P2p://starvod.xyz:19806/37350129294343bcb28f6494c7ce4c07.ts
壹电影,P2p://starvod.xyz:19806/599f2aabecde4ed4b5fff257c229f986.ts
靖天电影,P2p://starvod.xyz:19806/7a72ea8d27d64fb9aae835c30af3b1cc.ts
靖天戏剧,P2p://starvod.xyz:19806/840e84aa0a114e108edcaf6137177c4a.ts
靖天映画,P2p://starvod.xyz:19806/9c504d3521e4481088a8a6c54fbac3d3.ts
靖天资讯,P2p://starvod.xyz:19806/db9b03374399434da716bae0cd93f784.ts
靖天综合,P2p://starvod.xyz:19806/75b3e6bac51d4f08ba7ed008892ad6c2.ts
靖天国际,P2p://starvod.xyz:19806/f349833dddb5488ab2ce1175246557c1.ts
靖天日本,P2p://starvod.xyz:19806/17ccd24c94514b0d928a3abd047add40.ts
靖天育乐,P2p://starvod.xyz:19806/9dfcf4658000439aadcf1feb841a8887.ts
ELta影剧,P2p://starvod.xyz:19806/0ae8227ad4ca480499bdd9280ca57f7f.ts
EYE-戏剧,P2p://starvod.xyz:19806/5756cf2acc364bd5ab062db33ddfad4b.ts
SMARt,P2p://starvod.xyz:19806/91503615eaa2416b929e56f178be5100.ts
韩国娱乐,P2p://starvod.xyz:19806/10ec27f261d74e86919383fdb6da355c.ts
三立戏剧,P2p://starvod.xyz:19806/eb30a7e16f1841c6900b45c8be342071.ts
三立综合,P2p://147.135.39.171:9906/6869374a000888579acb331f46c77c60.ts
纬来精采,P2p://147.135.39.171:9906/68693691000447559ac85f5e03845769.ts
壹综合,P2p://147.135.39.171:9906/685f810d000eeaf174db4a19563a6520.ts
